pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
9374891,"Inclusion criteria included English as a primary language, ages 9-15, and participant and parent willingness to assent/consent, respectively.","Exclusion criteria determined via parent report were as follows: inability to assent/consent, history of developmental delays and/or psychiatric disorders, history of neurological disorders (e.g., epilepsy), history of concussion or head injury, pregnancy, prenatal exposure to drugs, use of medications known to affect brain function, and magnetic resonance imaging (MRI) contraindications (e.g., orthodontia, metallic foreign bodies).",True,Participants section with dedicated Inclusion/Exclusion subsections
4072634,,,False,No specific criteria mentioned
9113606,,,False,No specific criteria mentioned
5906014,,,False,No specific criteria mentioned
3272021,"Infants were grouped for factors that influence the gut microbial colonization process, including age, genetic risk of CD development (HLA-DQ status), and type of milk-feeding (admitted randomly). The infants classified into the breast-fed group were those that received exclusively breast-feeding during the first 7 days of life, during the first month of life or during the first 4 months of life. Infants classified into the formula-fed group were those that received either exclusively formula or both formula and breast-milk at each sampling time. Infants were also grouped according the duration of breast-feeding (never breast-fed, breast-fed less than 1 month, breast-fed more than 1 month but less than 4 months and breast-fed for the 4 months).",Infants with a first-degree relative affected by CD were included in the study. Infants were excluded if they were not full-term or if they had any other health issues that could affect the study outcomes.,False,Embedded in Subjects and study design section
3760806,,,False,No specific criteria mentioned
4682998,,,False,No specific criteria mentioned
4510640,"All participants were right-handed as confirmed by the Standard Handedness Inventory , reported normal or corrected-to-normal vision and were naive as to the purpose of the experiment.","None of the participants had neurological, psychiatric or other medical problems, or any contraindication for TMS .",False,Participants section embedded in the description
5365117,,,False,No specific criteria mentioned
8960587,"Patients with conditions known to affect bilateral orbits (e.g., TED, trauma), high myopia, prior orbital surgery or poor scan quality were excluded.",,False,"Methods section, embedded in participant description"
6200237,"male patients were required to have a serum uric acid level of 7.0 mg/dL and female patients a serum uric acid level of 6.0 mg/dL with stage 3 CKD (eGFR between 3060 mL/min/1.73 ) calculated based on the Modification of Diet in Renal Disease (MDRD) formula. Additionally, patients had to be 1874 years of age, have a serum albumin >3.0, and be able to give informed consent.","any condition that would contraindicate use of allopurinol such as severe liver disease, a history of severe congestive heart failure, any infection within the past 2 weeks, any hospitalization within the past 3 months, use of coumadin, and a body mass index >40 kg/m . Additionally, patients were excluded from participation if they were currently taking allopurinol or another uric acid-lowering agent or if they had a history of intolerance to allopurinol.",False,Methods - Study population section
3873305,"Twenty healthy young adults who reported no neurological, psychological, or psychiatric problems were recruited from the University of Pennsylvania community. Prior to participating they provided written informed consent.","None reported neurological, psychological, or psychiatric problems",False,Embedded in Subjects section of Experiment 4
5042423,,,False,No specific criteria mentioned
3212560,MSM who visited any of seven Peruvian gay Websites,"180 were excluded due to the following reasons: 25 had duplicate email addresses, 85 reported a foreign residence country, 35 were women, and 35 were men who reported having sex only with women",False,"Methods section, embedded in participant description"
10662770,,,False,No specific criteria mentioned
3813445,"The welfare and tolerability of the animal model (Sprague Dawley) given lyophilized cells of   C. necator   H16 containing PHB as sole diet source were evaluated for study intervals of 1, 2 and 4 weeks.",Sprague Dawley (SD) rats of both sexes between 8 to 12 weeks weighing initially 150-200 g were used in this study.,False,Embedded in the Animals and housing section
6292636,,,False,No specific criteria mentioned
